id;title;title_en;title_jp;title_alias;type;source;num_episodes;status;duration;rating;score;scored_by;score_rank;popularity_rank;members;favorites;season;year;producers;licensors;studios;genres;explicit_genres;themes;target_audience;image_link;airing_date;end_date;full_airing_date;broadcast_day
9487;Hitou Meguri Kakure Yu;;秘湯めぐり 隠れ湯;;OVA;Visual novel;2;Finished Airing;14 min per ep;Rx - Hentai;5.98;2778;;6317;8032;17;;;Mary Jane;;Kantou Douga Kai;Hentai;;;;https://cdn.myanimelist.net/images/anime/1221/103996.jpg;2010-12-03;2011-02-25;Dec 3, 2010 to Feb 25, 2011;
9488;Cencoroll Connect;Cencoroll Connect;センコロール;Cencoroll 2;Movie;Original;1;Finished Airing;1 hr 15 min;PG-13 - Teens 13 or older;7.2;6245;3028;3275;36336;65;;;Aniplex;Aniplex of America;Think Corporation;Action, Sci-Fi;;;;https://cdn.myanimelist.net/images/anime/1454/99902.jpg;2019-06-29;;Jun 29, 2019;
9493;Dororon Enma-kun Meeramera;Ghastly Prince Enma Burning Up;Dororonえん魔くん メ〜ラめら;Dororon Enma-kun Me-ra Mera, Dororon Enma-kun Meramera;TV;Manga;12;Finished Airing;24 min per ep;R - 17+ (violence & profanity);6.49;6049;6512;4658;17201;30;spring;2011;Mainichi Broadcasting System, Dynamic Planning;NIS America, Inc.;Brain's Base;Action, Comedy, Supernatural, Ecchi;;Mythology, Parody, Super Power;;https://cdn.myanimelist.net/images/anime/13/75838.jpg;2011-04-08;2011-06-24;Apr 8, 2011 to Jun 24, 2011;
9510;Mitsudomoe Zouryouchuu!;;みつどもえ増量中！;Mitsudomoe Dai Ni Ki, Mitsudomoe 2-ki;TV;Manga;8;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.67;25048;1201;2966;43745;84;winter;2011;Lantis, Cospa, Studio Mausu;;Bridge;Comedy, Slice of Life;;Gag Humor, School;;https://cdn.myanimelist.net/images/anime/11/71554.jpg;2011-01-09;2011-02-27;Jan 9, 2011 to Feb 27, 2011;
9513;Beelzebub;Beelzebub;べるぜバブ;;TV;Manga;60;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.87;266283;773;339;560017;5176;winter;2011;Pierrot, Dentsu, Yomiuri Telecasting, Shueisha;Discotek Media;Pierrot Plus;Action, Comedy, Supernatural;;Childcare, Delinquents, Mythology, School;Shounen;https://cdn.myanimelist.net/images/anime/3/28013.jpg;2011-01-09;2012-03-25;Jan 9, 2011 to Mar 25, 2012;
9515;Highschool of the Dead: Drifters of the Dead;High School of the Dead: Drifters of the Dead;学園黙示録 HIGHSCHOOL OF THE DEAD ドリフターズ・オブ・ザ・デッド;High School of the Dead OVA, Gakuen Mokushiroku: Highschool of the Dead, HOTD, HSOTD, Drifters of the Dead;OVA;Manga;1;Finished Airing;16 min;R+ - Mild Nudity;6.62;181569;5827;718;288891;339;;;Showgate;Sentai Filmworks;Madhouse;Comedy, Supernatural, Ecchi;;;;https://cdn.myanimelist.net/images/anime/1746/97780.jpg;2011-04-26;;Apr 26, 2011;
9539;Cardfight!! Vanguard;Cardfight!! Vanguard;カードファイト!! ヴァンガード;;TV;Original;65;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.02;25377;3878;2735;50836;304;winter;2011;Dentsu, Sotsu, Sakura Create, Bushiroad;;TMS Entertainment;Action;;Strategy Game;;https://cdn.myanimelist.net/images/anime/1856/113654.jpg;2011-01-08;2012-03-31;Jan 8, 2011 to Mar 31, 2012;Saturdays
9544;Biohazard: Damnation;;バイオハザード ダムネーション;Resident Evil: Damnation;Movie;Game;1;Finished Airing;1 hr 40 min;R - 17+ (violence & profanity);7.13;15408;3358;3995;24377;41;;;Sony Pictures Entertainment, Capcom;;Digital Frontier;Action, Horror, Sci-Fi;;;;https://cdn.myanimelist.net/images/anime/1224/98799.jpg;2012-09-15;;Sep 15, 2012;
9545;Elf Hime Nina;;エルフ姫ニィーナ;Elf Princess Nina;OVA;Visual novel;3;Finished Airing;28 min per ep;Rx - Hentai;6.36;2218;;7030;6155;17;;;Pixy;;Anime Antenna Iinkai;Fantasy, Supernatural, Hentai;;;;https://cdn.myanimelist.net/images/anime/1993/119705.jpg;2010-10-29;2012-05-16;Oct 29, 2010 to May 16, 2012;
9547;Alps no Shoujo Heidi (1979);The Story of Heidi;アルプスの少女ハイジ (1979);;Movie;Unknown;1;Finished Airing;1 hr 47 min;PG - Children;6.91;2444;4358;7557;5186;9;;;;;Nippon Animation;Drama;;Historical;;https://cdn.myanimelist.net/images/anime/6/26447.jpg;1979-03-17;;Mar 17, 1979;
9563;Hidamari Sketch x ☆☆☆ Specials;;ひだまりスケッチ×☆☆☆;Hidamari Sketch x ☆☆☆ Tokubetsu-hen, Hidamari Sketch x Hoshi Mittsu;Special;4-koma manga;2;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.8;7037;896;5013;14133;9;;;Aniplex, Lantis, TBS, Movic, Houbunsha;Sentai Filmworks;Shaft;Comedy, Slice of Life;;CGDCT, Iyashikei, School, Visual Arts;Seinen;https://cdn.myanimelist.net/images/anime/3/26476.jpg;2010-10-23;2010-10-30;Oct 23, 2010 to Oct 30, 2010;
9581;MM! Specials;MM! Hidden Camera Shorts;えむえむっ! えすえすっ！;MM! Hidden Cam, MM! SS!, MM! Group, Emu Emu!;Special;Light novel;9;Finished Airing;1 min per ep;R+ - Mild Nudity;6.61;15794;5858;3462;32588;16;;;;;Xebec;Comedy, Ecchi;;School;;https://cdn.myanimelist.net/images/anime/7/26547.jpg;2010-12-22;2011-05-25;Dec 22, 2010 to May 25, 2011;
9587;Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!;Because I Don't Like My Big Brother at All!!;お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!!;Oniichan no Koto nanka Zenzen Suki Janain Dakara ne!!, Onisuki;TV;Manga;12;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;6.09;39876;8738;2014;86266;88;winter;2011;Starchild Records;;Zexcs;Comedy, Romance, Ecchi;;Harem;;https://cdn.myanimelist.net/images/anime/3/75499.jpg;2011-01-09;2011-03-27;Jan 9, 2011 to Mar 27, 2011;Sundays
9588;Kyouiku Shidou The Animation;;教育指導 The Animation;;OVA;Visual novel;1;Finished Airing;29 min;Rx - Hentai;6.27;1902;;7288;5540;10;;;Milky Animation Label, MS Pictures;;Studio Eromatick;Hentai;;;;https://cdn.myanimelist.net/images/anime/1671/104170.jpg;2010-11-19;;Nov 19, 2010;
9591;Code Geass: Hangyaku no Lelouch R2 Omake Flash;Code Geass: Lelouch of the Rebellion R2 Extra Flash - Baba Theater Redux;コードギアス 反逆のルルーシュ おまけFLASH「帰ってきたBABA劇場」;Code Geass: Hangyaku no Lelouch R2 Omake Flash - Kaette Kita Baba Gekijou;Special;Original;9;Finished Airing;1 min per ep;PG-13 - Teens 13 or older;5.75;5363;10313;4779;16136;15;;;;Funimation, Bandai Entertainment;Sunrise, Bandai Visual;;;Parody;;https://cdn.myanimelist.net/images/anime/3/26585.jpg;2008-08-22;2009-04-24;Aug 22, 2008 to Apr 24, 2009;
9598;Haiyoru! Nyaruani: Remember My Love(craft-sensei);Haiyoru! Nyaruani: Remember My Mr. Lovecraft;這いよる!ニャルアニ リメンバー・マイ・ラブ(クラフト先生);Haiyore! Nyaruko-san, Haiyoru! Nyarl-ani: Remember My Love(craft-sensei);TV;Light novel;11;Finished Airing;4 min per ep;PG-13 - Teens 13 or older;6.24;11414;7933;3759;27880;8;winter;2011;SoftBank Creative;;DLE;Comedy, Sci-Fi;;;;https://cdn.myanimelist.net/images/anime/8/27429.jpg;2010-12-11;2011-02-26;Dec 11, 2010 to Feb 26, 2011;
9608;Yuri Seijin Naoko-san;;百合星人ナオコサン;Lesbian Citizen Naoko-san, Yurian Naoko-san;OVA;Manga;1;Finished Airing;6 min;PG-13 - Teens 13 or older;5.8;7878;10122;4787;16079;8;;;;;ufotable;Comedy, Girls Love;;;;https://cdn.myanimelist.net/images/anime/11/75498.jpg;2010-12-18;;Dec 18, 2010;
9611;Aa! Megami-sama! (2011);;ああっ女神さまっ;Ah! My Goddess (2011), Oh! My Goddess (2011), Aa! Megami-sama!: Itsumo Futari de, Aa! Megami-sama! OAD;OVA;Manga;3;Finished Airing;28 min per ep;PG-13 - Teens 13 or older;7.33;9217;2336;4244;21186;29;;;APPP;;AIC;Comedy, Romance, Supernatural;;;Seinen;https://cdn.myanimelist.net/images/anime/5/28569.jpg;2011-02-23;2013-08-23;Feb 23, 2011 to Aug 23, 2013;
9617;K-On! Movie;K-ON! The Movie;映画 けいおん！;Eiga K-On!, Keion Movie;Movie;4-koma manga;1;Finished Airing;1 hr 50 min;PG-13 - Teens 13 or older;8.35;179531;200;680;304349;2559;;;Pony Canyon, Animation Do;Sentai Filmworks;Kyoto Animation;Comedy, Slice of Life;;CGDCT, Music;;https://cdn.myanimelist.net/images/anime/5/76233.jpg;2011-12-03;;Dec 3, 2011;
9618;Asobi ni Iku yo!: Asobi ni Oide;Cat Planet Cuties: Come Drop By;あそびにいくヨ! あそびにおいで;Asobi ni Ikuyo! OVA, Let's Go Play! OVA, Asobi ni Ikuyo: Bombshells from the Sky OVA, Cat Planet Cuties OVA;OVA;Light novel;1;Finished Airing;28 min;R+ - Mild Nudity;6.75;23067;5092;2907;45096;45;;;AIC, Lantis, Media Factory, Pony Canyon, AT-X, KlockWorx;Funimation;AIC PLUS+;Comedy, Romance, Sci-Fi, Ecchi;;Harem;;https://cdn.myanimelist.net/images/anime/7/26653.jpg;2011-06-15;;Jun 15, 2011;
9624;30-sai no Hoken Taiiku;A Thirty-Year Old's Health and Physical Education;30歳の保健体育;Sanjuu-sai no Hoken Taiiku;TV;Book;12;Finished Airing;13 min per ep;R - 17+ (violence & profanity);6.65;25744;5604;2475;60817;72;spring;2011;;;Gathering;Romance, Ecchi;;Parody;;https://cdn.myanimelist.net/images/anime/2/81172.jpg;2011-04-07;2011-06-23;Apr 7, 2011 to Jun 23, 2011;
9638;Ore wa Kanojo wo Shinjiteru!;;俺は彼女を信じてる!;;OVA;Visual novel;1;Finished Airing;24 min;Rx - Hentai;6.29;4488;;5519;11164;62;;;L.;;Silver;Hentai;;;;https://cdn.myanimelist.net/images/anime/12/29165.jpg;2011-05-27;;May 27, 2011;
9645;Be-Bop Highschool;;ビー・バップ・ハイスクール;Be-Bop-High School, Be-Bop High School;OVA;Manga;7;Finished Airing;50 min per ep;R+ - Mild Nudity;7.48;1648;1769;6678;6976;63;;;;;Toei Animation;Comedy;;Delinquents, School;Seinen;https://cdn.myanimelist.net/images/anime/1667/98768.jpg;1990-01-26;1998-10-01;Jan 26, 1990 to Oct 1998;
9656;Kimi ni Todoke 2nd Season;Kimi ni Todoke: From Me to You Season 2;君に届け 2ND SEASON;Kimi ni Todoke: From Me to You 2nd Season, Reaching You 2nd Season;TV;Manga;12;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.99;245089;589;456;422574;1473;winter;2011;VAP, Nippon Television Network, Shueisha;NIS America, Inc.;Production I.G;Drama, Romance, Slice of Life;;School;Shoujo;https://cdn.myanimelist.net/images/anime/1311/121574.jpg;2011-01-12;2011-03-30;Jan 12, 2011 to Mar 30, 2011;Wednesdays
9673;Tegamibachi: Omakebachi;Letter Bee Reverse Specials;裏テガミバチ;Omakebachi, Tegami Bachi Reverse Specials, Ura Tegamibachi;Special;Original;25;Finished Airing;3 min per ep;PG-13 - Teens 13 or older;6.85;1022;4656;7409;5368;3;;;Pierrot;;Pierrot Plus;Comedy;;;;https://cdn.myanimelist.net/images/anime/2/26809.jpg;2010-12-22;2011-08-26;Dec 22, 2010 to Aug 26, 2011;
9675;Kami nomi zo Shiru Sekai: Flag 0;The World God Only Knows: Flag 0;神のみぞ知るセカイ: Flag 0;Kaminomi: Flag 0;OVA;Manga;1;Finished Airing;1 min;PG-13 - Teens 13 or older;6.9;30456;4384;2450;61710;58;;;;Sentai Filmworks;Manglobe;Comedy, Supernatural;;;Shounen;https://cdn.myanimelist.net/images/anime/11/26824.jpg;2010-09-17;;Sep 17, 2010;
9690;Densetsu no Yuusha no Densetsu: Iris Report;The Legend of the Legendary Heroes: Iris Report;伝説の勇者の伝説 いりす・れぽ～と;Densetsu no Yuusha no Densetsu Recap, Densetsu no Yuusha no Densetsu Episode 15.5, Legend of the Lengendary Heroes Episode 15.5;Special;Unknown;1;Finished Airing;23 min;R - 17+ (violence & profanity);6.54;9171;6256;4463;19059;24;;;Kadokawa Contents Gate;Funimation;Zexcs;Action, Adventure, Fantasy;;;Shounen;https://cdn.myanimelist.net/images/anime/11/26850.jpg;2010-10-14;;Oct 14, 2010;
9693;Moshidora;;もしドラ;Moshi Koukou Yakyuu no Joshi Manager ga Drucker no Management wo Yondara, What If a Female Manager of a High School Baseball Team Read Drucker's, Drucker in the Dug-Out;TV;Novel;10;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;6.88;8759;4492;4241;21205;20;spring;2011;NHK;;Production I.G;Drama, Sports;;Team Sports;;https://cdn.myanimelist.net/images/anime/9/29166.jpg;2011-04-25;2011-05-06;Apr 25, 2011 to May 6, 2011;Mondays
9706;Canaan: Minorikawa Report 201X Shanghai;Canaan: Minorikawa Report Year 201X Shanghai;カナン 御法川レポート 201X 上海;Canaan Special;Special;Visual novel;1;Finished Airing;12 min;R - 17+ (violence & profanity);6.48;2156;6620;6315;8056;2;;;;;P.A. Works;Action;;;Seinen;https://cdn.myanimelist.net/images/anime/8/26908.jpg;2010-02-26;;Feb 26, 2010;
9712;Maria†Holic Alive;Maria†Holic Alive;まりあ†ほりっく あらいぶ;Maria+Holic 2, Maria Holic 2, MariaHolic 2;TV;Manga;12;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;6.96;28440;4125;2422;63055;64;spring;2011;TV Tokyo Music;Sentai Filmworks;Shaft;Comedy, Girls Love;;Crossdressing, Parody, School;;https://cdn.myanimelist.net/images/anime/6/78775.jpg;2011-04-08;2011-06-24;Apr 8, 2011 to Jun 24, 2011;
9716;Rurouni Kenshin: Review Special;;るろうに剣心;Samurai X: Review Special;Special;Manga;1;Finished Airing;25 min;PG-13 - Teens 13 or older;6.7;1765;5382;7140;5923;3;;;;;Gallop, Studio Deen;Action, Comedy;;Samurai;Shounen;https://cdn.myanimelist.net/images/anime/1101/124404.jpg;1997-03-26;;Mar 26, 1997;
9721;Aisai Nikki;;愛妻日記;;OVA;Visual novel;1;Finished Airing;22 min;Rx - Hentai;6.38;4528;;5650;10489;40;;;Pink Pineapple;;G-Lam;Hentai;;;;https://cdn.myanimelist.net/images/anime/1738/113036.jpg;2010-12-22;;Dec 22, 2010;
9723;Hakuouki: Hekketsuroku - Kyoto Kaisouroku;;薄桜鬼 特別編 京都回想録;Hakuouki Hekketsuroku Episode 0, Hakuouki Recap, Hakuoki Summary;Special;Visual novel;1;Finished Airing;24 min;R - 17+ (violence & profanity);7.11;5065;3472;5109;13558;15;;;;;Studio Deen;Action, Drama, Supernatural;;Historical, Samurai, Vampire;Josei;https://cdn.myanimelist.net/images/anime/9/26949.jpg;2010-10-03;;Oct 3, 2010;
9724;Break Blade Movie 5: Shisen no Hate;Broken Blade 5;ブレイク ブレイド 死線ノ涯;Breaker Blade 5, Break Blade 5: Border of Death;Movie;Manga;1;Finished Airing;47 min;R - 17+ (violence & profanity);7.81;32864;875;2632;54202;27;;;KlockWorx;Sentai Filmworks;Production I.G, Xebec;Action, Fantasy;;Adult Cast, Mecha, Military;Shounen;https://cdn.myanimelist.net/images/anime/9/68087.jpg;2011-01-22;;Jan 22, 2011;
9731;Nurarihyon no Mago Recaps;;ぬらりひょんの孫 総集編;Nurarihyon no Mago Episode 12.5 and Episode 24.5, Nurarihyon no Mago Specials;Special;Manga;2;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;6.37;6912;7232;5124;13479;7;;;;VIZ Media;Studio Deen;Action, Supernatural;;Mythology;Shounen;https://cdn.myanimelist.net/images/anime/12/26961.jpg;2010-09-28;2010-12-28;Sep 28, 2010 to Dec 28, 2010;
9734;K-On!!: Keikaku!;K-On!!: Plan!;けいおん!! 計画!;Keion 2 Special, K-On!! 2nd Season Special, K-On!! Episode 27;Special;Original;1;Finished Airing;23 min;PG-13 - Teens 13 or older;7.85;66930;818;1610;117661;216;;;Pony Canyon, Animation Do;Sentai Filmworks;Kyoto Animation;Comedy, Slice of Life;;CGDCT, Music, School;;https://cdn.myanimelist.net/images/anime/7/26965.jpg;2011-03-16;;Mar 16, 2011;
9735;Gintama: Shinyaku Benizakura-hen;;銀魂 新訳紅桜篇;Gintama: Shinyaku Benizakura-hen OVA, Gintama: Benizakura Arc - A New Retelling Special, Gintama Movie: Crimson Sakura Chapter New Edition, Gintama: Shin-yaku Benizakura-hen;Special;Manga;1;Finished Airing;11 min;PG-13 - Teens 13 or older;8.29;17794;250;3099;40233;48;;;;;Sunrise;Action, Comedy, Sci-Fi;;Historical, Parody, Samurai;Shounen;https://cdn.myanimelist.net/images/anime/12/26966.jpg;2010-12-15;;Dec 15, 2010;
9736;Astarotte no Omocha!;Astarotte's Toy;アスタロッテのおもちゃ！;Lotte no Omocha!;TV;Manga;12;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;6.51;66716;6428;1420;138670;230;spring;2011;Kadokawa Shoten, Pony Canyon, DAX Production, KlockWorx, ASCII Media Works;;Diomedéa;Comedy, Fantasy, Romance, Ecchi;;Isekai, Mythology;Seinen;https://cdn.myanimelist.net/images/anime/3/75562.jpg;2011-04-11;2011-06-26;Apr 11, 2011 to Jun 26, 2011;
9737;Appleseed XIII;;アップルシード XIII;Appleseed (2011);OVA;Original;13;Finished Airing;22 min per ep;R - 17+ (violence & profanity);6.3;4058;7603;5077;13716;13;;;Welz Animation Studios;Funimation;Production I.G, Jinnis Animation Studios;Action, Sci-Fi;;Detective, Mecha, Military;;https://cdn.myanimelist.net/images/anime/5/28796.jpg;2011-06-03;2012-01-25;Jun 3, 2011 to Jan 25, 2012;
9741;Nana to Kaoru;;ナナとカオル;Nana and Kaoru;OVA;Manga;1;Finished Airing;24 min;R+ - Mild Nudity;5.54;11181;11153;4009;24139;51;;;;;AIC PLUS+;Comedy, Romance, Ecchi;;;Seinen;https://cdn.myanimelist.net/images/anime/1165/117691.jpg;2011-03-29;;Mar 29, 2011;
9744;Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko;;いっしょにとれーにんぐ026[おふろ] BATHTIME WITH HINAKO&HIYOKO;Isshoni Training 026: Bathtime with Hinako & Hiyoko, Stretch Time, Isshoni Training Ofuro: Bathtime with Hinako & Hiyoko;OVA;Unknown;1;Finished Airing;35 min;PG-13 - Teens 13 or older;4.78;5198;12895;5660;10470;18;;;Primastea;;Studio Hibari;Sports, Ecchi;;;;https://cdn.myanimelist.net/images/anime/8/26989.jpg;2010-12-24;;Dec 24, 2010;
9745;Sengoku Basara Movie: The Last Party;Sengoku Basara - Samurai Kings: The Movie;劇場版 戦国BASARA -The Last Party-;Gekijouban Sengoku Basara: The Last Party;Movie;Game;1;Finished Airing;1 hr 33 min;PG-13 - Teens 13 or older;7.58;13590;1410;3725;28370;70;;;Dentsu, Shochiku, Mainichi Broadcasting System, Pony Canyon, Movic, Capcom, flying DOG;Funimation;Production I.G;Action;;Historical, Martial Arts, Samurai, Super Power;;https://cdn.myanimelist.net/images/anime/13/50871.jpg;2011-06-04;;Jun 4, 2011;
9750;Itsuka Tenma no Kuro Usagi;A Dark Rabbit has Seven Lives;いつか天魔の黒ウサギ;ItsuTen;TV;Light novel;12;Finished Airing;24 min per ep;R+ - Mild Nudity;6.53;57136;6333;1512;127408;212;summer;2011;Frontier Works, Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx;;Zexcs;Comedy, Romance, Supernatural, Ecchi;;Vampire;;https://cdn.myanimelist.net/images/anime/5/75197.jpg;2011-07-09;2011-09-24;Jul 9, 2011 to Sep 24, 2011;Saturdays
9751;Strike Witches Movie;Strike Witches: The Movie;ストライクウィッチーズ 劇場版;Strike Witches Gekijouban;Movie;Original;1;Finished Airing;1 hr 37 min;PG-13 - Teens 13 or older;7.57;18333;1467;3107;40240;119;;;Kadokawa Shoten, Nippon Columbia, KlockWorx, NTT Docomo, Sony PCL;Funimation;AIC;Action, Sci-Fi, Ecchi;;Military;;https://cdn.myanimelist.net/images/anime/1133/96040.jpg;2012-03-17;;Mar 17, 2012;
9754;Kuragehime: Eiyuu Retsuden☆;Princess Jellyfish Specials;海月姫 英雄列伝☆;Kuragehime Heroes☆, Kuragehime Specials;Special;Manga;4;Finished Airing;5 min per ep;PG-13 - Teens 13 or older;6.56;5963;6101;4900;15077;13;;;Asmik Ace;Funimation;Brain's Base;Comedy, Slice of Life;;Visual Arts;Josei;https://cdn.myanimelist.net/images/anime/6/27015.jpg;2011-01-28;2011-04-22;Jan 28, 2011 to Apr 22, 2011;
9756;Mahou Shoujo Madoka★Magica;Puella Magi Madoka Magica;魔法少女まどか★マギカ;Mahou Shoujo Madoka Magika, Magical Girl Madoka Magica;TV;Original;12;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;8.36;700467;195;94;1190840;50840;winter;2011;Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha;Aniplex of America;Shaft;Award Winning, Drama, Suspense;;Mahou Shoujo, Psychological;;https://cdn.myanimelist.net/images/anime/11/55225.jpg;2011-01-07;2011-04-22;Jan 7, 2011 to Apr 22, 2011;Fridays
9760;Hoshi wo Ou Kodomo;Children Who Chase Lost Voices;星を追う子ども;Children who Chase Lost Voices from Deep Below, Journey to Agartha;Movie;Original;1;Finished Airing;1 hr 56 min;PG-13 - Teens 13 or older;7.53;90859;1596;1043;198391;623;;;Media Factory, Movic, Yahoo! Japan, Warner Music Japan, Marine Entertainment;Sentai Filmworks, GKIDS;CoMix Wave Films;Adventure, Fantasy, Romance;;;;https://cdn.myanimelist.net/images/anime/4/29684.jpg;2011-05-07;;May 7, 2011;
9761;Finder Series;You're My Love Prize;ファインダーシリーズ;Finder no Hyouteki, Target in the Finder, Target in the Viewfinder, Finder no Sekiyoku, One Wing in the Finder, One Wing in the Viewfinder;OVA;Manga;2;Finished Airing;43 min per ep;R - 17+ (violence & profanity);6.47;9201;;4398;19767;81;;;Movic, ANiMix Project;;GARDEN LODGE;Action, Boys Love, Drama, Erotica;;;;https://cdn.myanimelist.net/images/anime/2/36823.jpg;2012-02-29;2015-08-28;Feb 29, 2012 to Aug 28, 2015;
9774;Morita-san wa Mukuchi;;森田さんは無口;Miss Morita is Taciturn;OVA;4-koma manga;1;Finished Airing;23 min;PG-13 - Teens 13 or older;6.55;4297;6169;5980;9204;2;;;DAX Production, Dream Creation;;Studio Gram;Comedy, Slice of Life;;School;;https://cdn.myanimelist.net/images/anime/12/29056.jpg;2011-03-26;;Mar 26, 2011;
9776;A-Channel;A-Channel;Aチャンネル;A-Channel: The Animation;TV;4-koma manga;12;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;6.94;43179;4189;1869;96336;290;spring;2011;Aniplex, Dentsu, Mainichi Broadcasting System;Sentai Filmworks;Studio Gokumi;Comedy;;Iyashikei, School;Seinen;https://cdn.myanimelist.net/images/anime/1333/110595.jpg;2011-04-08;2011-06-24;Apr 8, 2011 to Jun 24, 2011;Fridays
9778;Toriko Hime: Hakudaku Mamire no Reijou;;虜姫～白濁まみれの令嬢～;;OVA;Visual novel;2;Finished Airing;29 min per ep;Rx - Hentai;6.22;1764;;7190;5798;9;;;;;Suzuki Mirano;Hentai;;;;https://cdn.myanimelist.net/images/anime/1079/119743.jpg;2011-01-28;2011-03-25;Jan 28, 2011 to Mar 25, 2011;
9782;Norageki!;Five Numbers!;ノラゲキ！;;OVA;Original;1;Finished Airing;24 min;PG-13 - Teens 13 or older;6.12;4991;8587;5688;10330;3;;;Showgate;Sentai Filmworks;Sunrise;Mystery, Sci-Fi;;Space;;https://cdn.myanimelist.net/images/anime/10/31755.jpg;2011-01-22;;Jan 22, 2011;
